1890,1899
1890,1899
1890,1902
1890,1921
1890,1923
1890,1939
1890,1946
1890,1971
1890,1996
1890,1996
1890,1996
1890,1998
1890,2004
1890,2006
1890,2007
1891,1914
1891,1917
1891,1938
1891,1942
1891,1959
1891,1965
1891,1965
1891,1974
1891,1979
1891,1980
1891,1982
1891,1984
1891,1986
1891,1994
1891,1995
1891,2003
1891,2004
1891,2014
1892,1893
1892,1895
1892,1897
1892,1903
1892,1939
1892,1941
1892,1950
1892,1955
1892,1965
1892,1972
1892,1973
1892,1975
1892,1976
1892,1985
1892,1991
1892,2006
1892,2008
1892,2015
1893,1896
1893,1897
1893,1900
1893,1901
1893,1905
1893,1913
1893,1922
1893,1930
1893,1937
1893,1959
1893,1965
1893,1968
1893,1974
1893,1985
1893,1991
1893,2015
1894,1908
1894,1913
1894,1920
1894,1920
1894,1927
1894,1930
1894,1932
1894,1946
1894,1951
1894,1951
1894,1958
1894,1969
1894,1969
1894,1992
1894,1994
1894,1998
1894,2011
1894,2017
1895,1906
1895,1940
1895,1945
1895,1945
1895,1948
1895,1955
1895,1958
1895,1961
1895,1967
1895,1969
1895,1989
1895,1992
1895,2001
1895,2003
1895,2008
1896,1898
1896,1908
1896,1918
1896,1919
1896,1921
1896,1935
1896,1946
1896,1949
1896,1970
1896,1971
1896,1981
1896,1987
1896,1997
1896,2002
1896,2002
1896,2008
1897,1898
1897,1912
1897,1930
1897,1933
1897,1937
1897,1956
1897,1956
1897,1963
1897,1967
1897,1970
1897,1975
1897,1983
1897,1990
1897,2003
1897,2010
1898,1900
1898,1903
1898,1904
1898,1907
1898,1909
1898,1921
1898,1930
1898,1955
1898,1958
1898,1960
1898,1966
1898,1969
1898,1972
1898,1974
1898,1986
1898,1990
1898,2018
1899,1900
1899,1900
1899,1908
1899,1922
1899,1928
1899,1928
1899,1935
1899,1943
1899,1958
1899,1959
1899,1968
1899,1968
1899,1982
1899,1987
1899,2011
1899,2015
1899,2015
1900,1905
1900,1915
1900,1920
1900,1946
1900,1966
1900,1980
1900,2006
1900,2013
1900,2017
1901,1908
1901,1908
1901,1913
1901,1916
1901,1917
1901,1924
1901,1937
1901,1960
1901,1961
1901,1972
1901,1973
1901,1974
1901,1976
1901,1979
1901,1979
1901,1981
1901,2005
1902,1911
1902,1914
1902,1921
1902,1922
1902,1925
1902,1929
1902,1936
1902,1938
1902,1938
1902,1942
1902,1945
1902,1947
1902,1952
1902,1957
1902,1957
1902,1976
1902,1983
1902,1984
1902,1985
1902,1989
1902,2000
1902,2008
1903,1903
1903,1911
1903,1934
1903,1937
1903,1940
1903,1945
1903,1949
1903,1966
1903,1968
1903,1968
1903,1971
1903,1977
1903,1979
1903,1980
1903,1982
1903,1983
1903,1989
1903,1990
1903,1990
1903,1999
1903,2010
1903,2013
1903,2016
1903,2016
1903,2018
1903,2019
1904,1909
1904,1922
1904,1923
1904,1931
1904,1942
1904,1948
1904,1952
1904,1953
1904,1955
1904,1958
1904,1965
1904,1967
1904,1972
1904,1986
1904,1989
1904,1991
1904,1995
1904,1997
1904,1999
1904,2019
1905,1915
1905,1923
1905,1937
1905,1940
1905,1944
1905,1957
1905,1965
1905,1967
1905,1977
1905,1980
1905,1987
1905,1999
1905,2008
1906,1911
1906,1916
1906,1917
1906,1934
1906,1939
1906,1948
1906,1958
1906,1972
1906,1974
1906,1977
1906,1984
1906,1988
1906,2010
1907,1908
1907,1909
1907,1913
1907,1916
1907,1918
1907,1922
1907,1922
1907,1925
1907,1930
1907,1939
1907,1947
1907,1948
1907,1969
1907,1975
1907,1977
1907,1982
1907,1984
1907,2001
1907,2001
1907,2012
1907,2015
1907,2020
1908,1908
1908,1912
1908,1926
1908,1945
1908,1948
1908,1950
1908,1956
1908,1962
1908,1968
1908,1970
1908,1978
1908,1978
1908,1979
1908,1993
1908,1998
1908,1999
1908,2001
1908,2007
1908,2010
1908,2015
1908,2015
1909,1912
1909,1926
1909,1933
1909,1934
1909,1936
1909,1944
1909,1956
1909,1958
1909,1959
1909,1967
1909,1968
1909,1973
1909,1982
1909,1986
1909,1986
1909,1990
1909,2009
1910,1918
1910,1918
1910,1920
1910,1940
1910,1962
1910,1964
1910,1964
1910,1964
1910,1967
1910,1970
1910,1979
1910,1982
1910,1982
1910,1985
1910,1986
1910,1993
1910,2008
1910,2010
1911,1912
1911,1914
1911,1917
1911,1918
1911,1925
1911,1945
1911,1947
1911,1952
1911,1968
1911,1984
1911,1998
1911,2013
1912,1916
1912,1925
1912,1925
1912,1926
1912,1938
1912,1939
1912,1950
1912,1958
1912,1969
1912,1970
1912,1975
1912,1982
1912,1984
1912,1986
1912,1987
1912,2002
1912,2006
1913,1916
1913,1924
1913,1932
1913,1936
1913,1958
1913,1968
1913,1975
1913,1983
1913,1988
1913,1990
1913,2001
1913,2002
1913,2003
1913,2009
1913,2018
1913,2020
1914,1924
1914,1939
1914,1945
1914,1955
1914,1957
1914,1972
1914,1998
1914,2005
1914,2007
1914,2015
1915,1919
1915,1925
1915,1934
1915,1935
1915,1936
1915,1938
1915,1944
1915,1947
1915,1947
1915,1954
1915,1963
1915,1967
1915,1979
1915,1997
1915,2001
1915,2006
1915,2009
1916,1927
1916,1927
1916,1930
1916,1931
1916,1939
1916,1942
1916,1944
1916,1947
1916,1951
1916,1952
1916,1954
1916,1969
1916,1969
1916,1970
1916,1974
1916,1979
1916,1983
1916,1988
1916,1995
1916,2000
1916,2002
1916,2004
1916,2005
1916,2006
1917,1922
1917,1924
1917,1926
1917,1934
1917,1935
1917,1937
1917,1959
1917,1959
1917,1966
1917,1979
1917,1982
1917,1985
1917,1985
1917,1990
1917,1991
1917,2005
